Label,StopwordRemovedSentence
neutral,light also sent heat soon pierced metal walls
neutral,glass resumed accustomed appearance
negative,layers ice melted enchantment immediately economy sake gas put air apparatus alone consuming usual quantity
positive,ah said nicholl rays heat good
positive,impatience must selenites wait reappearance orb day yes replied michel ardan imbibing brilliant ether light heat life contained moment bottom projectile deviated somewhat lunar surface order follow slightly lengthened elliptical orbit
neutral,point earth full barbicane companions could seen immersed sun irradiation quite invisible
positive,another spectacle attracted attention southern part moon brought glasses within 450 yards
positive,leave scuttles noted every detail fantastical continent
neutral,mounts doerful leibnitz formed two separate groups near south pole
neutral,first group extended pole eighty fourth parallel eastern part orb second occupied eastern border extending 65 latitude pole
positive,capriciously formed ridge appeared dazzling sheets mentioned pere secchi
neutral,certainty illustrious roman astronomer barbicane enabled recognize nature
neutral,snow exclaimed
neutral,snow repeated nicholl
positive,yes nicholl snow surface deeply frozen
neutral,see reflect luminous rays
positive,cooled lava would never give intense reflection
neutral,must water must air moon
positive,little please fact longer contested could
positive,ever barbicane see earth notes bear witness great fact selenographic observations
positive,mountains doerful leibnitz rose midst plains medium extent bounded indefinite succession circles annular ramparts
neutral,two chains ones met region circles
neutral,comparatively slightly marked throw sharp points highest summit attains altitude 24 600 feet
positive,projectile high landscape projections disappeared intense brilliancy disc
positive,eyes travelers reappeared original aspect lunar landscapes raw tone without gradation colors without degrees shadow roughly black white want diffusion light
