Label,StopwordRemovedSentence
positive,nothing kind found perfect state preservation sailor reasoning pointed incomprehensible fact document appeared recently written colonists found bottle
neutral,moreover gave latitude longitude tabor island correctly implied author complete knowledge hydrography could expected common sailor
neutral,something unaccountable said engineer urge companion speak
positive,likes friends shall ready hear following days stranger speak word leave precincts plateau
negative,worked away without losing moment without taking minute rest always retired place
negative,meal times never came granite house although invited several times contented eating raw vegetables
negative,nightfall return room assigned remained clump trees weather bad crouched cleft rocks
positive,thus lived manner shelter forests tabor island persuasion induce improve life vain colonists waited patiently
negative,time near seemed almost involuntarily urged conscience terrible confession escaped
neutral,10th november eight clock evening night coming stranger appeared unexpectedly settlers assembled veranda
negative,eyes burned strangely quite resumed wild aspect worst days
negative,cyrus harding companions astounded seeing overcome terrible emotion teeth chattered like person fever
positive,matter
neutral,sight fellow creatures insupportable
negative,weary return civilized mode existence
neutral,pining former savage life
negative,appeared soon heard express incoherent sentences
negative,right dragged islet
neutral,think could tie
negative,know done alone
negative,told abandoned condemned die
neutral,know past
negative,know stolen murdered wretch accursed fit live like wild beast far speak know colonists listened without interrupting miserable creature broken confessions escaped spite
